datetime,patient_visits,patient_types,visit_times,patient_type_1,visit_time_1,patient_type_2,visit_time_2,patient_type_3,visit_time_3,patient_type_4,visit_time_4,patient_type_5,visit_time_5,patient_type_6,visit_time_6,patient_type_7,visit_time_7,patient_type_8,visit_time_8
2019-01-03 23:59:00,5,['C' 'A' 'A' 'A' 'B'],"[Timestamp('2019-01-03 23:38:00'), Timestamp('2019-01-03 23:21:00'), Timestamp('2019-01-03 23:22:00'), Timestamp('2019-01-03 23:54:00'), Timestamp('2019-01-03 23:03:00')]",C,2019-01-03 23:38:00,A,2019-01-03 23:21:00,A,2019-01-03 23:22:00,A,2019-01-03 23:54:00,B,2019-01-03 23:03:00,,,,,,
2019-01-04 00:59:00,3,['A' 'D' 'B'],"[Timestamp('2019-01-04 00:16:00'), Timestamp('2019-01-04 00:52:00'), Timestamp('2019-01-04 00:31:00')]",A,2019-01-04 00:16:00,D,2019-01-04 00:52:00,B,2019-01-04 00:31:00,,,,,,,,,,
2019-01-04 01:59:00,5,['D' 'D' 'A' 'B' 'B'],"[Timestamp('2019-01-04 01:43:00'), Timestamp('2019-01-04 01:31:00'), Timestamp('2019-01-04 01:42:00'), Timestamp('2019-01-04 01:44:00'), Timestamp('2019-01-04 01:41:00')]",D,2019-01-04 01:43:00,D,2019-01-04 01:31:00,A,2019-01-04 01:42:00,B,2019-01-04 01:44:00,B,2019-01-04 01:41:00,,,,,,
2019-01-04 02:59:00,5,['D' 'B' 'A' 'B' 'C'],"[Timestamp('2019-01-04 02:13:00'), Timestamp('2019-01-04 02:12:00'), Timestamp('2019-01-04 02:27:00'), Timestamp('2019-01-04 02:36:00'), Timestamp('2019-01-04 02:37:00')]",D,2019-01-04 02:13:00,B,2019-01-04 02:12:00,A,2019-01-04 02:27:00,B,2019-01-04 02:36:00,C,2019-01-04 02:37:00,,,,,,
2019-01-04 03:59:00,5,['A' 'A' 'A' 'B' 'B'],"[Timestamp('2019-01-04 03:19:00'), Timestamp('2019-01-04 03:42:00'), Timestamp('2019-01-04 03:19:00'), Timestamp('2019-01-04 03:40:00'), Timestamp('2019-01-04 03:00:00')]",A,2019-01-04 03:19:00,A,2019-01-04 03:42:00,A,2019-01-04 03:19:00,B,2019-01-04 03:40:00,B,2019-01-04 03:00:00,,,,,,
2019-01-04 04:59:00,5,['D' 'B' 'C' 'B' 'B'],"[Timestamp('2019-01-04 04:54:00'), Timestamp('2019-01-04 04:35:00'), Timestamp('2019-01-04 04:18:00'), Timestamp('2019-01-04 04:47:00'), Timestamp('2019-01-04 04:38:00')]",D,2019-01-04 04:54:00,B,2019-01-04 04:35:00,C,2019-01-04 04:18:00,B,2019-01-04 04:47:00,B,2019-01-04 04:38:00,,,,,,
2019-01-04 05:59:00,3,['C' 'C' 'C'],"[Timestamp('2019-01-04 05:07:00'), Timestamp('2019-01-04 05:03:00'), Timestamp('2019-01-04 05:37:00')]",C,2019-01-04 05:07:00,C,2019-01-04 05:03:00,C,2019-01-04 05:37:00,,,,,,,,,,
2019-01-04 06:59:00,6,['B' 'B' 'C' 'C' 'A' 'A'],"[Timestamp('2019-01-04 06:11:00'), Timestamp('2019-01-04 06:51:00'), Timestamp('2019-01-04 06:13:00'), Timestamp('2019-01-04 06:31:00'), Timestamp('2019-01-04 06:18:00'), Timestamp('2019-01-04 06:11:00')]",B,2019-01-04 06:11:00,B,2019-01-04 06:51:00,C,2019-01-04 06:13:00,C,2019-01-04 06:31:00,A,2019-01-04 06:18:00,A,2019-01-04 06:11:00,,,,
2019-01-04 07:59:00,4,['A' 'A' 'B' 'C'],"[Timestamp('2019-01-04 07:30:00'), Timestamp('2019-01-04 07:28:00'), Timestamp('2019-01-04 07:52:00'), Timestamp('2019-01-04 07:14:00')]",A,2019-01-04 07:30:00,A,2019-01-04 07:28:00,B,2019-01-04 07:52:00,C,2019-01-04 07:14:00,,,,,,,,
2019-01-04 08:59:00,5,['A' 'A' 'B' 'D' 'A'],"[Timestamp('2019-01-04 08:44:00'), Timestamp('2019-01-04 08:51:00'), Timestamp('2019-01-04 08:08:00'), Timestamp('2019-01-04 08:01:00'), Timestamp('2019-01-04 08:53:00')]",A,2019-01-04 08:44:00,A,2019-01-04 08:51:00,B,2019-01-04 08:08:00,D,2019-01-04 08:01:00,A,2019-01-04 08:53:00,,,,,,
2019-01-04 09:59:00,3,['D' 'A' 'A'],"[Timestamp('2019-01-04 09:11:00'), Timestamp('2019-01-04 09:04:00'), Timestamp('2019-01-04 09:07:00')]",D,2019-01-04 09:11:00,A,2019-01-04 09:04:00,A,2019-01-04 09:07:00,,,,,,,,,,
2019-01-04 10:59:00,3,['C' 'A' 'B'],"[Timestamp('2019-01-04 10:05:00'), Timestamp('2019-01-04 10:53:00'), Timestamp('2019-01-04 10:02:00')]",C,2019-01-04 10:05:00,A,2019-01-04 10:53:00,B,2019-01-04 10:02:00,,,,,,,,,,
2019-01-04 11:59:00,3,['C' 'B' 'B'],"[Timestamp('2019-01-04 11:24:00'), Timestamp('2019-01-04 11:13:00'), Timestamp('2019-01-04 11:48:00')]",C,2019-01-04 11:24:00,B,2019-01-04 11:13:00,B,2019-01-04 11:48:00,,,,,,,,,,
2019-01-04 12:59:00,5,['C' 'A' 'A' 'A' 'C'],"[Timestamp('2019-01-04 12:08:00'), Timestamp('2019-01-04 12:12:00'), Timestamp('2019-01-04 12:30:00'), Timestamp('2019-01-04 12:09:00'), Timestamp('2019-01-04 12:23:00')]",C,2019-01-04 12:08:00,A,2019-01-04 12:12:00,A,2019-01-04 12:30:00,A,2019-01-04 12:09:00,C,2019-01-04 12:23:00,,,,,,
2019-01-04 13:59:00,4,['A' 'D' 'A' 'A'],"[Timestamp('2019-01-04 13:52:00'), Timestamp('2019-01-04 13:34:00'), Timestamp('2019-01-04 13:36:00'), Timestamp('2019-01-04 13:52:00')]",A,2019-01-04 13:52:00,D,2019-01-04 13:34:00,A,2019-01-04 13:36:00,A,2019-01-04 13:52:00,,,,,,,,
2019-01-04 14:59:00,2,['B' 'C'],"[Timestamp('2019-01-04 14:27:00'), Timestamp('2019-01-04 14:46:00')]",B,2019-01-04 14:27:00,C,2019-01-04 14:46:00,,,,,,,,,,,,
2019-01-04 15:59:00,7,['B' 'D' 'A' 'B' 'D' 'B' 'D'],"[Timestamp('2019-01-04 15:50:00'), Timestamp('2019-01-04 15:52:00'), Timestamp('2019-01-04 15:12:00'), Timestamp('2019-01-04 15:23:00'), Timestamp('2019-01-04 15:39:00'), Timestamp('2019-01-04 15:56:00'), Timestamp('2019-01-04 15:31:00')]",B,2019-01-04 15:50:00,D,2019-01-04 15:52:00,A,2019-01-04 15:12:00,B,2019-01-04 15:23:00,D,2019-01-04 15:39:00,B,2019-01-04 15:56:00,D,2019-01-04 15:31:00,,
2019-01-04 16:59:00,4,['C' 'A' 'A' 'B'],"[Timestamp('2019-01-04 16:15:00'), Timestamp('2019-01-04 16:33:00'), Timestamp('2019-01-04 16:50:00'), Timestamp('2019-01-04 16:33:00')]",C,2019-01-04 16:15:00,A,2019-01-04 16:33:00,A,2019-01-04 16:50:00,B,2019-01-04 16:33:00,,,,,,,,
2019-01-04 17:59:00,4,['C' 'C' 'C' 'B'],"[Timestamp('2019-01-04 17:33:00'), Timestamp('2019-01-04 17:34:00'), Timestamp('2019-01-04 17:24:00'), Timestamp('2019-01-04 17:02:00')]",C,2019-01-04 17:33:00,C,2019-01-04 17:34:00,C,2019-01-04 17:24:00,B,2019-01-04 17:02:00,,,,,,,,
2019-01-04 18:59:00,5,['D' 'A' 'C' 'A' 'A'],"[Timestamp('2019-01-04 18:49:00'), Timestamp('2019-01-04 18:23:00'), Timestamp('2019-01-04 18:02:00'), Timestamp('2019-01-04 18:31:00'), Timestamp('2019-01-04 18:56:00')]",D,2019-01-04 18:49:00,A,2019-01-04 18:23:00,C,2019-01-04 18:02:00,A,2019-01-04 18:31:00,A,2019-01-04 18:56:00,,,,,,
2019-01-04 19:59:00,5,['C' 'A' 'A' 'A' 'A'],"[Timestamp('2019-01-04 19:01:00'), Timestamp('2019-01-04 19:10:00'), Timestamp('2019-01-04 19:35:00'), Timestamp('2019-01-04 19:29:00'), Timestamp('2019-01-04 19:32:00')]",C,2019-01-04 19:01:00,A,2019-01-04 19:10:00,A,2019-01-04 19:35:00,A,2019-01-04 19:29:00,A,2019-01-04 19:32:00,,,,,,
2019-01-04 20:59:00,3,['A' 'A' 'B'],"[Timestamp('2019-01-04 20:09:00'), Timestamp('2019-01-04 20:20:00'), Timestamp('2019-01-04 20:18:00')]",A,2019-01-04 20:09:00,A,2019-01-04 20:20:00,B,2019-01-04 20:18:00,,,,,,,,,,
2019-01-04 21:59:00,8,['C' 'A' 'A' 'B' 'D' 'C' 'B' 'A'],"[Timestamp('2019-01-04 21:28:00'), Timestamp('2019-01-04 21:06:00'), Timestamp('2019-01-04 21:04:00'), Timestamp('2019-01-04 21:15:00'), Timestamp('2019-01-04 21:44:00'), Timestamp('2019-01-04 21:39:00'), Timestamp('2019-01-04 21:09:00'), Timestamp('2019-01-04 21:28:00')]",C,2019-01-04 21:28:00,A,2019-01-04 21:06:00,A,2019-01-04 21:04:00,B,2019-01-04 21:15:00,D,2019-01-04 21:44:00,C,2019-01-04 21:39:00,B,2019-01-04 21:09:00,A,2019-01-04 21:28:00
2019-01-04 22:59:00,4,['B' 'C' 'C' 'C'],"[Timestamp('2019-01-04 22:17:00'), Timestamp('2019-01-04 22:22:00'), Timestamp('2019-01-04 22:30:00'), Timestamp('2019-01-04 22:12:00')]",B,2019-01-04 22:17:00,C,2019-01-04 22:22:00,C,2019-01-04 22:30:00,C,2019-01-04 22:12:00,,,,,,,,
2019-01-04 23:59:00,4,['D' 'B' 'A' 'A'],"[Timestamp('2019-01-04 23:45:00'), Timestamp('2019-01-04 23:19:00'), Timestamp('2019-01-04 23:10:00'), Timestamp('2019-01-04 23:33:00')]",D,2019-01-04 23:45:00,B,2019-01-04 23:19:00,A,2019-01-04 23:10:00,A,2019-01-04 23:33:00,,,,,,,,
2019-01-05 00:59:00,3,['B' 'C' 'C'],"[Timestamp('2019-01-05 00:08:00'), Timestamp('2019-01-05 00:47:00'), Timestamp('2019-01-05 00:15:00')]",B,2019-01-05 00:08:00,C,2019-01-05 00:47:00,C,2019-01-05 00:15:00,,,,,,,,,,
2019-01-05 01:59:00,5,['B' 'B' 'A' 'C' 'C'],"[Timestamp('2019-01-05 01:12:00'), Timestamp('2019-01-05 01:55:00'), Timestamp('2019-01-05 01:40:00'), Timestamp('2019-01-05 01:08:00'), Timestamp('2019-01-05 01:35:00')]",B,2019-01-05 01:12:00,B,2019-01-05 01:55:00,A,2019-01-05 01:40:00,C,2019-01-05 01:08:00,C,2019-01-05 01:35:00,,,,,,
2019-01-05 02:59:00,6,['B' 'A' 'A' 'A' 'B' 'A'],"[Timestamp('2019-01-05 02:31:00'), Timestamp('2019-01-05 02:23:00'), Timestamp('2019-01-05 02:49:00'), Timestamp('2019-01-05 02:10:00'), Timestamp('2019-01-05 02:51:00'), Timestamp('2019-01-05 02:09:00')]",B,2019-01-05 02:31:00,A,2019-01-05 02:23:00,A,2019-01-05 02:49:00,A,2019-01-05 02:10:00,B,2019-01-05 02:51:00,A,2019-01-05 02:09:00,,,,
2019-01-05 03:59:00,5,['B' 'A' 'A' 'A' 'B'],"[Timestamp('2019-01-05 03:30:00'), Timestamp('2019-01-05 03:44:00'), Timestamp('2019-01-05 03:26:00'), Timestamp('2019-01-05 03:21:00'), Timestamp('2019-01-05 03:23:00')]",B,2019-01-05 03:30:00,A,2019-01-05 03:44:00,A,2019-01-05 03:26:00,A,2019-01-05 03:21:00,B,2019-01-05 03:23:00,,,,,,
2019-01-05 04:59:00,6,['D' 'A' 'A' 'A' 'B' 'B'],"[Timestamp('2019-01-05 04:06:00'), Timestamp('2019-01-05 04:03:00'), Timestamp('2019-01-05 04:19:00'), Timestamp('2019-01-05 04:12:00'), Timestamp('2019-01-05 04:51:00'), Timestamp('2019-01-05 04:09:00')]",D,2019-01-05 04:06:00,A,2019-01-05 04:03:00,A,2019-01-05 04:19:00,A,2019-01-05 04:12:00,B,2019-01-05 04:51:00,B,2019-01-05 04:09:00,,,,
2019-01-05 05:59:00,4,['C' 'D' 'D' 'B'],"[Timestamp('2019-01-05 05:20:00'), Timestamp('2019-01-05 05:49:00'), Timestamp('2019-01-05 05:01:00'), Timestamp('2019-01-05 05:28:00')]",C,2019-01-05 05:20:00,D,2019-01-05 05:49:00,D,2019-01-05 05:01:00,B,2019-01-05 05:28:00,,,,,,,,
2019-01-05 06:59:00,2,['B' 'C'],"[Timestamp('2019-01-05 06:39:00'), Timestamp('2019-01-05 06:06:00')]",B,2019-01-05 06:39:00,C,2019-01-05 06:06:00,,,,,,,,,,,,
2019-01-05 07:59:00,6,['B' 'B' 'A' 'B' 'B' 'B'],"[Timestamp('2019-01-05 07:03:00'), Timestamp('2019-01-05 07:07:00'), Timestamp('2019-01-05 07:32:00'), Timestamp('2019-01-05 07:15:00'), Timestamp('2019-01-05 07:02:00'), Timestamp('2019-01-05 07:19:00')]",B,2019-01-05 07:03:00,B,2019-01-05 07:07:00,A,2019-01-05 07:32:00,B,2019-01-05 07:15:00,B,2019-01-05 07:02:00,B,2019-01-05 07:19:00,,,,
2019-01-05 08:59:00,2,['D' 'A'],"[Timestamp('2019-01-05 08:02:00'), Timestamp('2019-01-05 08:36:00')]",D,2019-01-05 08:02:00,A,2019-01-05 08:36:00,,,,,,,,,,,,
2019-01-05 09:59:00,3,['B' 'A' 'C'],"[Timestamp('2019-01-05 09:20:00'), Timestamp('2019-01-05 09:55:00'), Timestamp('2019-01-05 09:41:00')]",B,2019-01-05 09:20:00,A,2019-01-05 09:55:00,C,2019-01-05 09:41:00,,,,,,,,,,
2019-01-05 10:59:00,4,['B' 'B' 'D' 'B'],"[Timestamp('2019-01-05 10:33:00'), Timestamp('2019-01-05 10:56:00'), Timestamp('2019-01-05 10:49:00'), Timestamp('2019-01-05 10:57:00')]",B,2019-01-05 10:33:00,B,2019-01-05 10:56:00,D,2019-01-05 10:49:00,B,2019-01-05 10:57:00,,,,,,,,
2019-01-05 11:59:00,2,['B' 'C'],"[Timestamp('2019-01-05 11:54:00'), Timestamp('2019-01-05 11:14:00')]",B,2019-01-05 11:54:00,C,2019-01-05 11:14:00,,,,,,,,,,,,
2019-01-05 12:59:00,4,['B' 'B' 'B' 'B'],"[Timestamp('2019-01-05 12:05:00'), Timestamp('2019-01-05 12:31:00'), Timestamp('2019-01-05 12:14:00'), Timestamp('2019-01-05 12:03:00')]",B,2019-01-05 12:05:00,B,2019-01-05 12:31:00,B,2019-01-05 12:14:00,B,2019-01-05 12:03:00,,,,,,,,
2019-01-05 13:59:00,3,['B' 'A' 'A'],"[Timestamp('2019-01-05 13:52:00'), Timestamp('2019-01-05 13:31:00'), Timestamp('2019-01-05 13:29:00')]",B,2019-01-05 13:52:00,A,2019-01-05 13:31:00,A,2019-01-05 13:29:00,,,,,,,,,,
2019-01-05 14:59:00,4,['B' 'D' 'A' 'B'],"[Timestamp('2019-01-05 14:15:00'), Timestamp('2019-01-05 14:38:00'), Timestamp('2019-01-05 14:20:00'), Timestamp('2019-01-05 14:16:00')]",B,2019-01-05 14:15:00,D,2019-01-05 14:38:00,A,2019-01-05 14:20:00,B,2019-01-05 14:16:00,,,,,,,,
2019-01-05 15:59:00,3,['A' 'B' 'C'],"[Timestamp('2019-01-05 15:49:00'), Timestamp('2019-01-05 15:50:00'), Timestamp('2019-01-05 15:43:00')]",A,2019-01-05 15:49:00,B,2019-01-05 15:50:00,C,2019-01-05 15:43:00,,,,,,,,,,
2019-01-05 16:59:00,3,['B' 'B' 'A'],"[Timestamp('2019-01-05 16:54:00'), Timestamp('2019-01-05 16:12:00'), Timestamp('2019-01-05 16:25:00')]",B,2019-01-05 16:54:00,B,2019-01-05 16:12:00,A,2019-01-05 16:25:00,,,,,,,,,,
2019-01-05 17:59:00,6,['B' 'D' 'B' 'C' 'D' 'D'],"[Timestamp('2019-01-05 17:15:00'), Timestamp('2019-01-05 17:51:00'), Timestamp('2019-01-05 17:41:00'), Timestamp('2019-01-05 17:58:00'), Timestamp('2019-01-05 17:08:00'), Timestamp('2019-01-05 17:25:00')]",B,2019-01-05 17:15:00,D,2019-01-05 17:51:00,B,2019-01-05 17:41:00,C,2019-01-05 17:58:00,D,2019-01-05 17:08:00,D,2019-01-05 17:25:00,,,,
2019-01-05 18:59:00,3,['B' 'A' 'B'],"[Timestamp('2019-01-05 18:14:00'), Timestamp('2019-01-05 18:23:00'), Timestamp('2019-01-05 18:33:00')]",B,2019-01-05 18:14:00,A,2019-01-05 18:23:00,B,2019-01-05 18:33:00,,,,,,,,,,
2019-01-05 19:59:00,4,['D' 'B' 'B' 'D'],"[Timestamp('2019-01-05 19:46:00'), Timestamp('2019-01-05 19:49:00'), Timestamp('2019-01-05 19:08:00'), Timestamp('2019-01-05 19:19:00')]",D,2019-01-05 19:46:00,B,2019-01-05 19:49:00,B,2019-01-05 19:08:00,D,2019-01-05 19:19:00,,,,,,,,
2019-01-05 20:59:00,6,['A' 'C' 'B' 'B' 'D' 'A'],"[Timestamp('2019-01-05 20:07:00'), Timestamp('2019-01-05 20:37:00'), Timestamp('2019-01-05 20:30:00'), Timestamp('2019-01-05 20:32:00'), Timestamp('2019-01-05 20:08:00'), Timestamp('2019-01-05 20:16:00')]",A,2019-01-05 20:07:00,C,2019-01-05 20:37:00,B,2019-01-05 20:30:00,B,2019-01-05 20:32:00,D,2019-01-05 20:08:00,A,2019-01-05 20:16:00,,,,
2019-01-05 21:59:00,2,['D' 'A'],"[Timestamp('2019-01-05 21:37:00'), Timestamp('2019-01-05 21:41:00')]",D,2019-01-05 21:37:00,A,2019-01-05 21:41:00,,,,,,,,,,,,
2019-01-05 22:59:00,5,['B' 'A' 'B' 'B' 'C'],"[Timestamp('2019-01-05 22:38:00'), Timestamp('2019-01-05 22:46:00'), Timestamp('2019-01-05 22:36:00'), Timestamp('2019-01-05 22:26:00'), Timestamp('2019-01-05 22:33:00')]",B,2019-01-05 22:38:00,A,2019-01-05 22:46:00,B,2019-01-05 22:36:00,B,2019-01-05 22:26:00,C,2019-01-05 22:33:00,,,,,,
2019-01-05 23:59:00,7,['B' 'B' 'A' 'B' 'D' 'A' 'D'],"[Timestamp('2019-01-05 23:08:00'), Timestamp('2019-01-05 23:16:00'), Timestamp('2019-01-05 23:22:00'), Timestamp('2019-01-05 23:23:00'), Timestamp('2019-01-05 23:23:00'), Timestamp('2019-01-05 23:37:00'), Timestamp('2019-01-05 23:03:00')]",B,2019-01-05 23:08:00,B,2019-01-05 23:16:00,A,2019-01-05 23:22:00,B,2019-01-05 23:23:00,D,2019-01-05 23:23:00,A,2019-01-05 23:37:00,D,2019-01-05 23:03:00,,
2019-01-06 00:59:00,4,['C' 'D' 'B' 'B'],"[Timestamp('2019-01-06 00:40:00'), Timestamp('2019-01-06 00:29:00'), Timestamp('2019-01-06 00:31:00'), Timestamp('2019-01-06 00:31:00')]",C,2019-01-06 00:40:00,D,2019-01-06 00:29:00,B,2019-01-06 00:31:00,B,2019-01-06 00:31:00,,,,,,,,
2019-01-06 01:59:00,3,['B' 'A' 'B'],"[Timestamp('2019-01-06 01:47:00'), Timestamp('2019-01-06 01:07:00'), Timestamp('2019-01-06 01:44:00')]",B,2019-01-06 01:47:00,A,2019-01-06 01:07:00,B,2019-01-06 01:44:00,,,,,,,,,,
2019-01-06 02:59:00,5,['A' 'A' 'B' 'B' 'A'],"[Timestamp('2019-01-06 02:13:00'), Timestamp('2019-01-06 02:54:00'), Timestamp('2019-01-06 02:26:00'), Timestamp('2019-01-06 02:12:00'), Timestamp('2019-01-06 02:54:00')]",A,2019-01-06 02:13:00,A,2019-01-06 02:54:00,B,2019-01-06 02:26:00,B,2019-01-06 02:12:00,A,2019-01-06 02:54:00,,,,,,
2019-01-06 03:59:00,5,['A' 'A' 'A' 'A' 'C'],"[Timestamp('2019-01-06 03:24:00'), Timestamp('2019-01-06 03:50:00'), Timestamp('2019-01-06 03:45:00'), Timestamp('2019-01-06 03:13:00'), Timestamp('2019-01-06 03:52:00')]",A,2019-01-06 03:24:00,A,2019-01-06 03:50:00,A,2019-01-06 03:45:00,A,2019-01-06 03:13:00,C,2019-01-06 03:52:00,,,,,,
2019-01-06 04:59:00,5,['C' 'C' 'D' 'D' 'B'],"[Timestamp('2019-01-06 04:29:00'), Timestamp('2019-01-06 04:39:00'), Timestamp('2019-01-06 04:33:00'), Timestamp('2019-01-06 04:34:00'), Timestamp('2019-01-06 04:21:00')]",C,2019-01-06 04:29:00,C,2019-01-06 04:39:00,D,2019-01-06 04:33:00,D,2019-01-06 04:34:00,B,2019-01-06 04:21:00,,,,,,
2019-01-06 05:59:00,3,['A' 'B' 'C'],"[Timestamp('2019-01-06 05:30:00'), Timestamp('2019-01-06 05:33:00'), Timestamp('2019-01-06 05:00:00')]",A,2019-01-06 05:30:00,B,2019-01-06 05:33:00,C,2019-01-06 05:00:00,,,,,,,,,,
2019-01-06 06:59:00,5,['B' 'A' 'C' 'B' 'D'],"[Timestamp('2019-01-06 06:34:00'), Timestamp('2019-01-06 06:28:00'), Timestamp('2019-01-06 06:06:00'), Timestamp('2019-01-06 06:49:00'), Timestamp('2019-01-06 06:51:00')]",B,2019-01-06 06:34:00,A,2019-01-06 06:28:00,C,2019-01-06 06:06:00,B,2019-01-06 06:49:00,D,2019-01-06 06:51:00,,,,,,
2019-01-06 07:59:00,4,['B' 'D' 'D' 'A'],"[Timestamp('2019-01-06 07:42:00'), Timestamp('2019-01-06 07:28:00'), Timestamp('2019-01-06 07:13:00'), Timestamp('2019-01-06 07:07:00')]",B,2019-01-06 07:42:00,D,2019-01-06 07:28:00,D,2019-01-06 07:13:00,A,2019-01-06 07:07:00,,,,,,,,
2019-01-06 08:59:00,5,['D' 'B' 'C' 'B' 'C'],"[Timestamp('2019-01-06 08:39:00'), Timestamp('2019-01-06 08:10:00'), Timestamp('2019-01-06 08:24:00'), Timestamp('2019-01-06 08:36:00'), Timestamp('2019-01-06 08:01:00')]",D,2019-01-06 08:39:00,B,2019-01-06 08:10:00,C,2019-01-06 08:24:00,B,2019-01-06 08:36:00,C,2019-01-06 08:01:00,,,,,,
2019-01-06 09:59:00,6,['D' 'C' 'A' 'B' 'B' 'D'],"[Timestamp('2019-01-06 09:34:00'), Timestamp('2019-01-06 09:40:00'), Timestamp('2019-01-06 09:49:00'), Timestamp('2019-01-06 09:34:00'), Timestamp('2019-01-06 09:39:00'), Timestamp('2019-01-06 09:50:00')]",D,2019-01-06 09:34:00,C,2019-01-06 09:40:00,A,2019-01-06 09:49:00,B,2019-01-06 09:34:00,B,2019-01-06 09:39:00,D,2019-01-06 09:50:00,,,,
2019-01-06 10:59:00,4,['A' 'A' 'C' 'A'],"[Timestamp('2019-01-06 10:24:00'), Timestamp('2019-01-06 10:54:00'), Timestamp('2019-01-06 10:34:00'), Timestamp('2019-01-06 10:25:00')]",A,2019-01-06 10:24:00,A,2019-01-06 10:54:00,C,2019-01-06 10:34:00,A,2019-01-06 10:25:00,,,,,,,,
2019-01-06 11:59:00,3,['A' 'A' 'A'],"[Timestamp('2019-01-06 11:31:00'), Timestamp('2019-01-06 11:45:00'), Timestamp('2019-01-06 11:39:00')]",A,2019-01-06 11:31:00,A,2019-01-06 11:45:00,A,2019-01-06 11:39:00,,,,,,,,,,
2019-01-06 12:59:00,5,['C' 'A' 'B' 'C' 'A'],"[Timestamp('2019-01-06 12:16:00'), Timestamp('2019-01-06 12:38:00'), Timestamp('2019-01-06 12:04:00'), Timestamp('2019-01-06 12:58:00'), Timestamp('2019-01-06 12:51:00')]",C,2019-01-06 12:16:00,A,2019-01-06 12:38:00,B,2019-01-06 12:04:00,C,2019-01-06 12:58:00,A,2019-01-06 12:51:00,,,,,,
2019-01-06 13:59:00,7,['B' 'A' 'C' 'A' 'A' 'D' 'B'],"[Timestamp('2019-01-06 13:10:00'), Timestamp('2019-01-06 13:51:00'), Timestamp('2019-01-06 13:56:00'), Timestamp('2019-01-06 13:45:00'), Timestamp('2019-01-06 13:35:00'), Timestamp('2019-01-06 13:10:00'), Timestamp('2019-01-06 13:17:00')]",B,2019-01-06 13:10:00,A,2019-01-06 13:51:00,C,2019-01-06 13:56:00,A,2019-01-06 13:45:00,A,2019-01-06 13:35:00,D,2019-01-06 13:10:00,B,2019-01-06 13:17:00,,
2019-01-06 14:59:00,5,['C' 'C' 'C' 'C' 'C'],"[Timestamp('2019-01-06 14:40:00'), Timestamp('2019-01-06 14:05:00'), Timestamp('2019-01-06 14:08:00'), Timestamp('2019-01-06 14:10:00'), Timestamp('2019-01-06 14:12:00')]",C,2019-01-06 14:40:00,C,2019-01-06 14:05:00,C,2019-01-06 14:08:00,C,2019-01-06 14:10:00,C,2019-01-06 14:12:00,,,,,,
2019-01-06 15:59:00,3,['C' 'B' 'A'],"[Timestamp('2019-01-06 15:18:00'), Timestamp('2019-01-06 15:28:00'), Timestamp('2019-01-06 15:10:00')]",C,2019-01-06 15:18:00,B,2019-01-06 15:28:00,A,2019-01-06 15:10:00,,,,,,,,,,
2019-01-06 16:59:00,4,['B' 'B' 'B' 'B'],"[Timestamp('2019-01-06 16:47:00'), Timestamp('2019-01-06 16:45:00'), Timestamp('2019-01-06 16:32:00'), Timestamp('2019-01-06 16:36:00')]",B,2019-01-06 16:47:00,B,2019-01-06 16:45:00,B,2019-01-06 16:32:00,B,2019-01-06 16:36:00,,,,,,,,
2019-01-06 17:59:00,6,['D' 'B' 'B' 'C' 'B' 'A'],"[Timestamp('2019-01-06 17:17:00'), Timestamp('2019-01-06 17:22:00'), Timestamp('2019-01-06 17:53:00'), Timestamp('2019-01-06 17:32:00'), Timestamp('2019-01-06 17:40:00'), Timestamp('2019-01-06 17:08:00')]",D,2019-01-06 17:17:00,B,2019-01-06 17:22:00,B,2019-01-06 17:53:00,C,2019-01-06 17:32:00,B,2019-01-06 17:40:00,A,2019-01-06 17:08:00,,,,
2019-01-06 18:59:00,4,['B' 'A' 'C' 'D'],"[Timestamp('2019-01-06 18:45:00'), Timestamp('2019-01-06 18:49:00'), Timestamp('2019-01-06 18:03:00'), Timestamp('2019-01-06 18:09:00')]",B,2019-01-06 18:45:00,A,2019-01-06 18:49:00,C,2019-01-06 18:03:00,D,2019-01-06 18:09:00,,,,,,,,
2019-01-06 19:59:00,6,['D' 'B' 'B' 'D' 'C' 'A'],"[Timestamp('2019-01-06 19:09:00'), Timestamp('2019-01-06 19:10:00'), Timestamp('2019-01-06 19:51:00'), Timestamp('2019-01-06 19:40:00'), Timestamp('2019-01-06 19:58:00'), Timestamp('2019-01-06 19:51:00')]",D,2019-01-06 19:09:00,B,2019-01-06 19:10:00,B,2019-01-06 19:51:00,D,2019-01-06 19:40:00,C,2019-01-06 19:58:00,A,2019-01-06 19:51:00,,,,
2019-01-06 20:59:00,5,['A' 'A' 'B' 'D' 'A'],"[Timestamp('2019-01-06 20:34:00'), Timestamp('2019-01-06 20:43:00'), Timestamp('2019-01-06 20:41:00'), Timestamp('2019-01-06 20:35:00'), Timestamp('2019-01-06 20:52:00')]",A,2019-01-06 20:34:00,A,2019-01-06 20:43:00,B,2019-01-06 20:41:00,D,2019-01-06 20:35:00,A,2019-01-06 20:52:00,,,,,,
2019-01-06 21:59:00,4,['B' 'A' 'C' 'B'],"[Timestamp('2019-01-06 21:54:00'), Timestamp('2019-01-06 21:20:00'), Timestamp('2019-01-06 21:42:00'), Timestamp('2019-01-06 21:13:00')]",B,2019-01-06 21:54:00,A,2019-01-06 21:20:00,C,2019-01-06 21:42:00,B,2019-01-06 21:13:00,,,,,,,,
